0.61
0.62
0.66
35.01
35.22
35.11
35.15
35.5
35.6
35.7
35.8
35.62
35.72
36.1
36.1
36.03
36.16
36.19
39.23
39.24
39.25
39.29
39.5
39.66
V45.81
V45.82
996.03
